kind,action,symbol,reason,stop_price,order_id,timestamp_utc,logged_at_utc,stage,qty,unrealized_r,autonomous_fill_journaled,fill_price,order_status,error,slice_combination,stable_filter,current_stable_state,bars_held,horizon_bars,timeframe,r_multiple_suppressed_horizon,context_source,r_per_share,r_dollars,atr,bin_mode,matched,tradable,bar_ts_utc,close_adj,current_state,slice_label,side,suggested_qty,suggested_side,suggested_notional,risk_group,exit_horizon,stop_atr_mult,regime_symbol,regime,regime_favourable,regime_close,regime_short_ma,regime_long_ma,sizing_mode,sizing_conviction,sizing_target_notional,sizing_atr,sizing_qty_notional,sizing_qty_risk,sizing_expected_cost_bps_rt,risk_check,blocked_reasons
stop_intent,stop_unchanged,KLAC,,174.82,,2026-07-16T20:45:50.171925+00:00,2026-07-16T20:45:55.749643+00:00,initial,9.0,0.072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_intent,stop_unchanged,KLAC,,174.82,,2026-07-16T21:46:00.685158+00:00,2026-07-16T21:46:06.906541+00:00,initial,9.0,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_intent,stop_unchanged,KLAC,,174.82,,2026-07-16T22:46:00.692759+00:00,2026-07-16T22:46:06.000150+00:00,initial,9.0,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_intent,stop_unchanged,KLAC,,174.82,,2026-07-16T23:45:49.544293+00:00,2026-07-16T23:45:53.249639+00:00,initial,9.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_intent,stop_unchanged,KLAC,,174.82,,2026-07-17T00:45:58.685100+00:00,2026-07-17T00:46:05.003235+00:00,initial,9.0,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_intent,stop_unchanged,KLAC,,174.82,,2026-07-17T01:45:54.986304+00:00,2026-07-17T01:45:58.649745+00:00,initial,9.0,0.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_intent,stop_unchanged,KLAC,,174.82,,2026-07-17T02:45:59.940784+00:00,2026-07-17T02:46:05.592729+00:00,initial,9.0,-0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_intent,stop_unchanged,KLAC,,174.82,,2026-07-17T03:45:50.827349+00:00,2026-07-17T03:45:54.514748+00:00,initial,9.0,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_intent,stop_unchanged,KLAC,,174.82,,2026-07-17T04:45:51.533851+00:00,2026-07-17T04:45:56.038989+00:00,initial,9.0,-0.084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_intent,stop_unchanged,KLAC,,174.82,,2026-07-17T05:46:03.064918+00:00,2026-07-17T05:46:06.491194+00:00,initial,9.0,-0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_intent,stop_unchanged,KLAC,,174.82,,2026-07-17T06:50:25.231201+00:00,2026-07-17T06:50:30.300205+00:00,initial,9.0,-0.115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_intent,stop_unchanged,KLAC,,174.82,,2026-07-17T07:45:54.017696+00:00,2026-07-17T07:45:57.663098+00:00,initial,9.0,-0.165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_intent,stop_unchanged,KLAC,,174.82,,2026-07-17T08:46:03.632108+00:00,2026-07-17T08:46:09.128030+00:00,initial,9.0,-0.216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_intent,stop_unchanged,KLAC,,174.82,,2026-07-17T09:46:00.449657+00:00,2026-07-17T09:46:03.489475+00:00,initial,9.0,-0.174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_intent,stop_unchanged,KLAC,,174.82,,2026-07-17T10:46:02.543275+00:00,2026-07-17T10:46:08.048611+00:00,initial,9.0,-0.093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_intent,stop_unchanged,KLAC,,174.82,,2026-07-17T11:45:49.443615+00:00,2026-07-17T11:45:54.171708+00:00,initial,9.0,-0.129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_intent,stop_unchanged,KLAC,,174.82,,2026-07-17T12:46:03.686957+00:00,2026-07-17T12:46:07.247500+00:00,initial,9.0,-0.145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_intent,stop_adopted,ETN,found an existing resting stop order (8c672cc4-6e8f-4124-b461-c4aad7b63191) at the broker for ETN with no local tracked state -- adopting it instead of submitting a duplicate (local state was likely lost/reset),350.57,8c672cc4-6e8f-4124-b461-c4aad7b63191,2026-07-17T13:46:00.010742+00:00,2026-07-17T13:46:04.421731+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_intent,stop_unchanged,KLAC,,174.82,,2026-07-17T13:46:00.010774+00:00,2026-07-17T13:46:04.425751+00:00,initial,9.0,-0.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_intent,stop_unchanged,ETN,,350.57,,2026-07-17T14:54:46.054285+00:00,2026-07-17T14:54:51.114280+00:00,initial,2.0,0.366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_intent,stop_unchanged,KLAC,,174.82,,2026-07-17T14:54:46.054300+00:00,2026-07-17T14:54:51.118327+00:00,initial,9.0,-0.154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_intent,stop_unchanged,ETN,,350.57,,2026-07-17T15:45:58.091611+00:00,2026-07-17T15:46:02.649741+00:00,initial,2.0,0.446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_intent,stop_unchanged,KLAC,,174.82,,2026-07-17T15:45:58.091622+00:00,2026-07-17T15:46:02.653742+00:00,initial,9.0,-0.122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exit_intent,exit,ETN,stable filter broken: state_vol=high_vol (expected mid_vol),,f1c988e7-77c8-4351-b040-c75cbd670756,2026-07-17T16:45:51.022040+00:00,2026-07-17T16:45:57.450494+00:00,,,,,,pending_new,,state_ext=neutral + state_vol=mid_vol,state_ext=neutral + state_vol=mid_vol,"{'state_ext': 'neutral', 'state_vol': 'high_vol'}",,5.0,1d,False,monitored_slices_single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_intent,stop_unchanged,ETN,,350.57,,2026-07-17T16:45:51.036038+00:00,2026-07-17T16:45:57.455098+00:00,initial,2.0,0.507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_intent,stop_unchanged,KLAC,,174.82,,2026-07-17T16:45:51.036052+00:00,2026-07-17T16:45:57.459055+00:00,initial,9.0,-0.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_intent,stop_state_cleared,ETN,position no longer open (stopped out or closed by another exit policy),,,2026-07-17T17:45:58.749619+00:00,2026-07-17T17:46:02.745274+00:00,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_intent,stop_unchanged,KLAC,,174.82,,2026-07-17T17:45:58.749632+00:00,2026-07-17T17:46:02.748662+00:00,initial,9.0,-0.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_intent,stop_unchanged,KLAC,,174.82,,2026-07-17T18:45:46.260963+00:00,2026-07-17T18:45:50.609255+00:00,initial,9.0,-0.106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_intent,stop_unchanged,KLAC,,174.82,,2026-07-17T19:45:51.567940+00:00,2026-07-17T19:45:56.504080+00:00,initial,9.0,-0.092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_intent,stop_unchanged,KLAC,,174.82,,2026-07-17T20:45:58.107616+00:00,2026-07-17T20:46:02.154807+00:00,initial,9.0,-0.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_intent,stop_unchanged,KLAC,,174.82,,2026-07-17T21:45:48.156729+00:00,2026-07-17T21:45:53.440894+00:00,initial,9.0,-0.107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_intent,stop_unchanged,KLAC,,174.82,,2026-07-17T22:45:52.698381+00:00,2026-07-17T22:45:57.160685+00:00,initial,9.0,-0.109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_intent,stop_unchanged,KLAC,,174.82,,2026-07-17T23:45:50.080779+00:00,2026-07-17T23:45:54.226414+00:00,initial,9.0,-0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_intent,stop_unchanged,KLAC,,174.82,,2026-07-18T00:45:54.178814+00:00,2026-07-18T00:45:59.072570+00:00,initial,9.0,-0.112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_intent,stop_unchanged,KLAC,,174.82,,2026-07-18T02:45:55.316751+00:00,2026-07-18T02:46:01.596219+00:00,initial,9.0,-0.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_intent,stop_unchanged,KLAC,,174.82,,2026-07-18T03:45:44.820202+00:00,2026-07-18T03:45:49.981039+00:00,initial,9.0,-0.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_intent,stop_unchanged,KLAC,,174.82,,2026-07-18T04:45:49.686246+00:00,2026-07-18T04:45:55.180314+00:00,initial,9.0,-0.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_intent,stop_unchanged,KLAC,,174.82,,2026-07-18T05:46:02.238329+00:00,2026-07-18T05:46:08.882830+00:00,initial,9.0,-0.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_intent,stop_unchanged,KLAC,,174.82,,2026-07-18T06:45:53.712535+00:00,2026-07-18T06:45:57.874506+00:00,initial,9.0,-0.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_intent,stop_unchanged,KLAC,,174.82,,2026-07-18T07:45:59.025601+00:00,2026-07-18T07:46:05.090476+00:00,initial,9.0,-0.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_intent,stop_unchanged,KLAC,,174.82,,2026-07-18T08:46:00.002389+00:00,2026-07-18T08:46:05.768957+00:00,initial,9.0,-0.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_intent,stop_unchanged,KLAC,,174.82,,2026-07-18T09:45:48.871638+00:00,2026-07-18T09:45:51.918996+00:00,initial,9.0,-0.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_intent,stop_unchanged,KLAC,,174.82,,2026-07-18T10:45:49.161332+00:00,2026-07-18T10:45:54.468473+00:00,initial,9.0,-0.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_intent,stop_unchanged,KLAC,,174.82,,2026-07-18T11:45:58.130578+00:00,2026-07-18T11:46:01.742269+00:00,initial,9.0,-0.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_intent,stop_unchanged,KLAC,,174.82,,2026-07-18T12:45:52.222608+00:00,2026-07-18T12:45:55.586993+00:00,initial,9.0,-0.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_intent,stop_unchanged,KLAC,,174.82,,2026-07-18T13:45:46.834501+00:00,2026-07-18T13:45:52.160450+00:00,initial,9.0,-0.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_intent,stop_unchanged,KLAC,,174.82,,2026-07-18T14:45:59.517192+00:00,2026-07-18T14:46:05.273373+00:00,initial,9.0,-0.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_intent,stop_unchanged,KLAC,,174.82,,2026-07-18T15:45:57.347974+00:00,2026-07-18T15:46:03.350247+00:00,initial,9.0,-0.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_intent,stop_unchanged,KLAC,,174.82,,2026-07-18T16:45:50.393384+00:00,2026-07-18T16:45:55.720971+00:00,initial,9.0,-0.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_intent,stop_unchanged,KLAC,,174.82,,2026-07-18T17:45:59.673619+00:00,2026-07-18T17:46:03.815570+00:00,initial,9.0,-0.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_intent,stop_unchanged,KLAC,,174.82,,2026-07-18T18:45:46.673671+00:00,2026-07-18T18:45:51.878206+00:00,initial,9.0,-0.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_intent,stop_unchanged,KLAC,,174.82,,2026-07-18T19:45:57.707601+00:00,2026-07-18T19:46:01.496199+00:00,initial,9.0,-0.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_intent,stop_unchanged,KLAC,,174.82,,2026-07-18T20:45:51.438410+00:00,2026-07-18T20:45:55.765800+00:00,initial,9.0,-0.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_intent,stop_unchanged,KLAC,,174.82,,2026-07-18T21:45:56.360138+00:00,2026-07-18T21:46:00.625793+00:00,initial,9.0,-0.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_intent,stop_unchanged,KLAC,,174.82,,2026-07-18T22:46:00.998825+00:00,2026-07-18T22:46:06.919300+00:00,initial,9.0,-0.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_intent,stop_unchanged,KLAC,,174.82,,2026-07-18T23:45:49.283551+00:00,2026-07-18T23:45:52.991138+00:00,initial,9.0,-0.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_intent,stop_unchanged,KLAC,,174.82,,2026-07-19T00:45:49.113821+00:00,2026-07-19T00:45:54.332255+00:00,initial,9.0,-0.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_intent,stop_unchanged,KLAC,,174.82,,2026-07-19T01:45:54.270692+00:00,2026-07-19T01:45:59.957854+00:00,initial,9.0,-0.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_intent,stop_unchanged,KLAC,,174.82,,2026-07-19T02:46:01.026758+00:00,2026-07-19T02:46:07.449940+00:00,initial,9.0,-0.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_intent,stop_unchanged,KLAC,,174.82,,2026-07-19T03:46:03.743722+00:00,2026-07-19T03:46:09.574083+00:00,initial,9.0,-0.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_intent,stop_unchanged,KLAC,,174.82,,2026-07-19T04:45:59.039816+00:00,2026-07-19T04:46:04.708873+00:00,initial,9.0,-0.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_intent,stop_unchanged,KLAC,,174.82,,2026-07-19T05:45:59.824812+00:00,2026-07-19T05:46:03.514248+00:00,initial,9.0,-0.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_intent,stop_unchanged,KLAC,,174.82,,2026-07-19T06:45:52.467716+00:00,2026-07-19T06:45:56.161126+00:00,initial,9.0,-0.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_intent,stop_unchanged,KLAC,,174.82,,2026-07-19T07:45:51.276941+00:00,2026-07-19T07:45:56.664374+00:00,initial,9.0,-0.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_intent,stop_unchanged,KLAC,,174.82,,2026-07-19T08:45:51.354533+00:00,2026-07-19T08:45:55.101570+00:00,initial,9.0,-0.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_intent,stop_unchanged,KLAC,,174.82,,2026-07-19T09:45:47.892571+00:00,2026-07-19T09:45:51.931956+00:00,initial,9.0,-0.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_intent,stop_unchanged,KLAC,,174.82,,2026-07-19T10:45:56.318062+00:00,2026-07-19T10:46:02.264591+00:00,initial,9.0,-0.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_intent,stop_unchanged,KLAC,,174.82,,2026-07-19T11:45:49.976150+00:00,2026-07-19T11:45:55.302368+00:00,initial,9.0,-0.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_intent,stop_unchanged,KLAC,,174.82,,2026-07-19T12:46:00.203024+00:00,2026-07-19T12:46:05.989987+00:00,initial,9.0,-0.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_intent,stop_unchanged,KLAC,,174.82,,2026-07-19T13:45:49.851471+00:00,2026-07-19T13:45:55.075043+00:00,initial,9.0,-0.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_intent,stop_unchanged,KLAC,,174.82,,2026-07-19T14:45:52.133827+00:00,2026-07-19T14:45:55.363029+00:00,initial,9.0,-0.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_intent,stop_unchanged,KLAC,,174.82,,2026-07-19T15:45:56.185391+00:00,2026-07-19T15:46:00.385839+00:00,initial,9.0,-0.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_intent,stop_unchanged,KLAC,,174.82,,2026-07-19T16:45:55.199448+00:00,2026-07-19T16:45:59.148513+00:00,initial,9.0,-0.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_intent,stop_unchanged,KLAC,,174.82,,2026-07-19T17:45:55.207930+00:00,2026-07-19T17:46:00.953853+00:00,initial,9.0,-0.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_intent,stop_unchanged,KLAC,,174.82,,2026-07-19T18:45:57.738432+00:00,2026-07-19T18:46:03.456056+00:00,initial,9.0,-0.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_intent,stop_unchanged,KLAC,,174.82,,2026-07-19T19:46:00.533784+00:00,2026-07-19T19:46:06.281710+00:00,initial,9.0,-0.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_intent,stop_unchanged,KLAC,,174.82,,2026-07-19T20:45:58.487727+00:00,2026-07-19T20:46:04.227675+00:00,initial,9.0,-0.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_intent,stop_unchanged,KLAC,,174.82,,2026-07-19T21:45:56.497264+00:00,2026-07-19T21:46:00.806082+00:00,initial,9.0,-0.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_intent,stop_unchanged,KLAC,,174.82,,2026-07-19T22:45:51.483580+00:00,2026-07-19T22:45:55.385287+00:00,initial,9.0,-0.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_intent,stop_unchanged,KLAC,,174.82,,2026-07-19T23:45:53.810720+00:00,2026-07-19T23:45:59.925067+00:00,initial,9.0,-0.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_intent,stop_unchanged,KLAC,,174.82,,2026-07-20T03:05:39.334140+00:00,2026-07-20T03:05:44.862625+00:00,initial,9.0,-0.041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_intent,stop_unchanged,KLAC,,174.82,,2026-07-20T03:45:49.223722+00:00,2026-07-20T03:45:52.494366+00:00,initial,9.0,-0.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_intent,stop_unchanged,KLAC,,174.82,,2026-07-20T04:46:32.405232+00:00,2026-07-20T04:46:36.355541+00:00,initial,9.0,-0.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_intent,stop_unchanged,KLAC,,174.82,,2026-07-20T05:46:44.077445+00:00,2026-07-20T05:46:49.909090+00:00,initial,9.0,-0.094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_intent,stop_unchanged,KLAC,,174.82,,2026-07-20T06:46:31.531208+00:00,2026-07-20T06:46:34.910382+00:00,initial,9.0,-0.115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_intent,stop_unchanged,KLAC,,174.82,,2026-07-20T07:46:37.193212+00:00,2026-07-20T07:46:41.041572+00:00,initial,9.0,-0.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_intent,stop_unchanged,KLAC,,174.82,,2026-07-20T08:46:40.140376+00:00,2026-07-20T08:46:46.296277+00:00,initial,9.0,-0.064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_intent,stop_unchanged,KLAC,,174.82,,2026-07-20T09:46:41.577164+00:00,2026-07-20T09:46:45.501213+00:00,initial,9.0,-0.026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_intent,stop_unchanged,KLAC,,174.82,,2026-07-20T10:46:34.832676+00:00,2026-07-20T10:46:38.259152+00:00,initial,9.0,-0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_intent,stop_unchanged,KLAC,,174.82,,2026-07-20T11:46:29.966084+00:00,2026-07-20T11:46:34.104205+00:00,initial,9.0,0.069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_intent,stop_unchanged,KLAC,,174.82,,2026-07-20T12:46:42.736402+00:00,2026-07-20T12:46:48.272045+00:00,initial,9.0,0.044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop_intent,stop_unchanged,KLAC,,174.82,,2026-07-20T13:46:33.225230+00:00,2026-07-20T13:46:38.908611+00:00,initial,9.0,0.064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exit_intent,exit,AMC,stable filter broken: cross_TLT_state_slope=uptrend (expected flat); state_slope=downtrend (expected flat),,40d30229-e7db-4b32-901a-6d4e32fe271d,2026-07-20T14:46:33.089153+00:00,2026-07-20T14:46:39.075010+00:00,,,,,,pending_new,,cross_TLT_state_slope=flat + state_slope=flat,cross_TLT_state_slope=flat + state_slope=flat,"{'cross_TLT_state_slope': 'uptrend', 'state_slope': 'downtrend'}",,5.0,1h,False,monitored_slices_single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
